Waco_11A_3,4,0,UNIDENTIFIED_FEMALE_SPEAKER,Hello
Waco_11A_3,5,0,HENRY,Hello
Waco_11A_3,6,0,UNIDENTIFIED_FEMALE_SPEAKER,Yeah
Waco_11A_3,7,0,HENRY,This is Henry
Waco_11A_3,8,0,UNIDENTIFIED_FEMALE_SPEAKER,This is Henry Okay Wait one moment Ill give you to Steve
Waco_11A_3,9,0,HENRY,Okay
Waco_11A_3,10,0,UNIDENTIFIED_FEMALE_SPEAKER,Steve Steve Henry
Waco_11A_3,11,0,STEVE,Hello
Waco_11A_3,12,0,HENRY,Hi Steve Steve
Waco_11A_3,13,0,STEVE,Yes
Waco_11A_3,14,0,HENRY,This is Henry
Waco_11A_3,15,0,STEVE,Oh hi Henry
Waco_11A_3,16,0,HENRY,How are you doing
Waco_11A_3,17,0,STEVE,Im on the tired side Little bit
Waco_11A_3,18,0,HENRY,Oh I guess so
Waco_11A_3,19,0,STEVE,little bit slow tonight
Waco_11A_3,20,0,HENRY,Okay Couple of things I wanted to bring up David mentioned that he was going to try to do that audiotape Is he working on that
Waco_11A_3,21,0,STEVE,You know what I I just about 2minutes ago I was going to go lay down for a few minutes and I went past him and he was almost snoring He he fell asleep
Waco_11A_3,22,0,HENRY,Oh he did
Waco_11A_3,23,0,STEVE,Yeah
Waco_11A_3,24,0,HENRY,Okay
Waco_11A_3,25,0,STEVE,So are you working on that Or I mean I or I mean have you checked or found out anything about it or
Waco_11A_3,26,0,HENRY,Well he said he was going to try to to give us a a tape And he had asked somebody to try to go and get some equipment from
Waco_11A_3,27,0,STEVE,Okay Yeah I I see
Waco_11A_3,28,0,HENRY,the recording studio
Waco_11A_3,29,0,STEVE,I see something is here right now So thats apparently what its part of
Waco_11A_3,30,0,HENRY,Okay Is is he I really have a concern because he was you know he was in in great pain and agony you know when I was talking to him earlier
Waco_11A_3,31,0,STEVE,Uh huh
Waco_11A_3,32,0,HENRY,And but you know part of the problem is like he said every time that he coughs or laughs or something like that that he feels that he starts bleeding again
Waco_11A_3,33,0,STEVE,He said that
Waco_11A_3,34,1,HENRY,Yes he he did And the problem is if he is feeling if there is internal bleeding see when when that coagulates thats going to cause him some serious problems Its been a long time since since he suffered that wound and we need to try to get him some medical help
Waco_11A_3,35,0,STEVE,Well [gap] for for what theyre telling me I guess hello
Waco_11A_3,36,0,HENRY,Yes [gap]
Waco_11A_3,37,0,STEVE,[gap] Oh something I dont know whats whats happening I wonder
Waco_11A_3,38,0,HENRY,Yeah
Waco_11A_3,39,0,STEVE,Is that at your end or
Waco_11A_3,40,0,HENRY,No its probably at your end
Waco_11A_3,41,0,STEVE,Well theres nobody around the the phone here I dont get it
Waco_11A_3,42,0,HENRY,Uh huh
Waco_11A_3,43,0,STEVE,Im looking around here right now Okay It sounds actually better I dont know what it kind of cleared up or something here
Waco_11A_3,44,0,HENRY,Um hum
Waco_11A_3,45,0,STEVE,Okay Okay you were you were saying yeah Oh I tell you what Im just so worn out Im having a hard time even talking here
Waco_11A_3,46,0,HENRY,Okay Well let me let me say this The the two or the lady that brought the the last two kids indicated that their car is almost out of gasoline
Waco_11A_3,47,0,STEVE,Oh it is
Waco_11A_3,48,3,HENRY,So she said or she asked if we could bring some gasoline on the next you know when we do the next exchange Can you get a couple of kids ready so we can pick them up and
Waco_11A_3,49,0,STEVE,Yeah let let me find out then I guess I havent been with it just too long here I was starting to lay down there and I was let me find out what theyre doing and Ill try to do that okay
Waco_11A_3,50,0,HENRY,Okay
Waco_11A_3,51,0,STEVE,Just a minute
Waco_11A_3,52,0,HENRY,Okay
Waco_11A_3,54,0,STEVE,Just a minute
Waco_11A_3,56,0,STEVE,Henry
Waco_11A_3,57,0,HENRY,Yes
Waco_11A_3,58,0,STEVE,So have you made progress with doing the tape thing or
Waco_11A_3,59,0,HENRY,Yes As a matter of fact I mean we we encountered some difficulty but but
Waco_11A_3,60,0,STEVE,Yeah
Waco_11A_3,61,5,HENRY,What were trying to do is because he is most serious about this
Waco_11A_3,62,0,STEVE,Uh huh
Waco_11A_3,63,5,HENRY,were trying to react in exactly the same fashion
Waco_11A_3,64,0,STEVE,Yeah
Waco_11A_3,65,0,HENRY,And what were trying to work out is were trying to get him some time on the National Christian Broadcasting Network
Waco_11A_3,66,0,STEVE,The National Christian Broadcasting Network
Waco_11A_3,67,0,HENRY,Yes which has several thousand radio stations throughout the country
Waco_11A_3,68,0,STEVE,Okay
Waco_11A_3,69,0,HENRY,Now that is is based in Phoenix Arizona
Waco_11A_3,70,0,STEVE,In Phoenix Arizona
Waco_11A_3,71,0,HENRY,But you know their headquarters But when we called out there theres nobody there so we sent agents out to go to the peoples house and get them out of bed or wherever theyre at
Waco_11A_3,72,0,STEVE,Uh huh
Waco_11A_3,73,0,HENRY,so that we can initiate this
Waco_11A_3,74,0,STEVE,I see So was he wanting to do that yet tonight or
Waco_11A_3,75,0,HENRY,Well he wanted to he was going to record the the cassette for us
Waco_11A_3,76,0,STEVE,Uh huh
Waco_11A_3,77,0,HENRY,And then he assured me
Waco_11A_3,78,0,STEVE,Yeah
Waco_11A_3,79,7,HENRY,And I told him I was going to hold him to his word but he assured me not once but at least four times
Waco_11A_3,80,0,STEVE,Uh huh
Waco_11A_3,81,7,HENRY,that that once we did that everybody was coming out
Waco_11A_3,82,0,STEVE,I see Could you be careful of the cord there I think thats maybe what the problem is Someone was bumping into this the cord in the phone is bad
Waco_11A_3,83,0,HENRY,Oh okay
Waco_11A_3,84,0,STEVE,Okay Yeah Careful Careful there Hello
Waco_11A_3,85,0,HENRY,Yes
Waco_11A_3,86,0,STEVE,Okay Okay Let me see And then were right now hes fallen asleep I see they brought a couple of the things Is there any way I could leave him maybe sleep for 1 hour
Waco_11A_3,87,0,HENRY,Okay But but I have a concern Steve And the
Waco_11A_3,88,0,STEVE,Yeah
Waco_11A_3,89,0,HENRY,concern that I have you know is that you know his health may be deteriorating Okay so
Waco_11A_3,90,7,STEVE,Theres theres right now theres a nurse over here And she says leave him sleep for the moment
Waco_11A_3,91,0,HENRY,Okay
Waco_11A_3,92,7,STEVE,just to regain regain at least a little strength here
Waco_11A_3,93,0,HENRY,Okay Thats
Waco_11A_3,94,0,STEVE,And then she said she wants there herself asking if if they cant do something in that area She was just whispering over here to me So I I think between her and I were going to ask them about that you know getting that kind of attention or something or see if theres more that could be done to help out there
Waco_11A_3,95,0,HENRY,Okay Okay And we are ready to provide that but
Waco_11A_3,96,0,STEVE,Okay
Waco_11A_3,97,0,HENRY,were going to have to take him out of there
Waco_11A_3,98,0,STEVE,Uh huh
Waco_11A_3,99,0,HENRY,Okay And I want you to be thinking in terms because at some point the responsibility you know for the entire group is probably going to shift to your shoulders Steve
Waco_11A_3,100,0,STEVE,I see
Waco_11A_3,101,0,HENRY,And and you know I know theres an awful lot of people there A lot of children
Waco_11A_3,102,0,STEVE,Right
Waco_11A_3,103,0,HENRY,We want to between you and us between you and me we need to try to coordinate this so that we can effect what
Waco_11A_3,104,0,STEVE,Right
Waco_11A_3,105,7,HENRY,David and I initiated and that is everybodys coming out
Waco_11A_3,106,0,STEVE,Okay Is there any way then can can you call me back in an hour
Waco_11A_3,107,0,HENRY,Sure
Waco_11A_3,108,0,STEVE,Oh that would be great Because I think what Im going to do is even lay down here and Im going to have somebody here wake me up then Or if if the phone rings Im just going to make sure that I hear it just so I dont fall off too deeply in sleep or something
Waco_11A_3,109,0,HENRY,Okay
Waco_11A_3,110,0,STEVE,Okay
Waco_11A_3,111,3,HENRY,Now let me just ask you this Can we get a couple of kids so that we can go ahead and and give you the gasoline for that car that that that lady was asking about
Waco_11A_3,112,0,STEVE,Well she said he never he passed out before he gave the next couple that were to be going So I dont know what to really do right now Can can we just wait for 1 hour
Waco_11A_3,113,0,HENRY,Okay Does
Waco_11A_3,114,0,STEVE,And then and call me and Im going to have them at least have you know a number of them ready so that he can just say well you know these two are going next then
Waco_11A_3,115,0,HENRY,Okay
Waco_11A_3,116,0,STEVE,Yeah Im oh I tell you what I mean Im Im so tired Last night I went through the whole night And I I never got to sleep at all I laid down
Waco_11A_3,117,0,HENRY,You must be exhausted
Waco_11A_3,118,0,STEVE,Oh I am
Waco_11A_3,119,0,HENRY,Okay
Waco_11A_3,120,0,STEVE,Henry thanks much
Waco_11A_3,121,0,HENRY,Okay
Waco_11A_3,122,0,STEVE,I I mean I know youre really trying there I I can tell And I really do appreciate it
Waco_11A_3,123,0,HENRY,Um hum
Waco_11A_3,124,0,STEVE,So Im going to conk out here for about an hour And please call me back
Waco_11A_3,125,0,HENRY,Okay One other thing
Waco_11A_3,126,0,STEVE,Okay
Waco_11A_3,127,0,HENRY,Did you need a phone cord
