Taylor2_JB,4,0,Person,DO IS THAT THEYVE AGREED TO TALK TO YOU AND DISCUSS WHATEVER YOU WANNA DISCUSS
Taylor2_JB,5,0,Hostage_Taker,OKAY
Taylor2_JB,6,3,Person,WHAT I WANNA DO IS THAT I WANT THE PEOPLE TO COME OFF THE BUS NOW
Taylor2_JB,7,4,Hostage_Taker,I TOLD YOU ID LET SEVEN GO THAT WAS THE DEAL SEVEN
Taylor2_JB,8,0,Person,YEAH
Taylor2_JB,9,0,Hostage_Taker,AND THEN AFTER AFTERWARDS WE AL ALREADY TAKEN CARE OF THE SECOND DEMAND
Taylor2_JB,10,0,Person,WEVE ALREADY TAKEN CARE OF IT IS WHAT IM SAYING
Taylor2_JB,11,0,Hostage_Taker,RIGHT RIGHT
Taylor2_JB,12,3,Person,SO WHY DONT WE JUST LET ALL OF THEM COME OFF THE BUS AND <NAME> WILL STAY HERE AND T
Taylor2_JB,13,4,Hostage_Taker,BUT A DEALS A DEAL IM LETTIN SEVEN OFF AND THEN ILL LET SEVEN AFTERWARDS OKAY
Taylor2_JB,14,0,Person,SEVEN WHAT ABOUT THE OTHER ONE
Taylor2_JB,15,0,Hostage_Taker,OKAY RIGHT
Taylor2_JB,16,3,Person,IF YOU WOULD LET THEM ALL OFF WED NEED IF YOU WANT THE NATIONAL EXPOSURE THAT YOU WA
Taylor2_JB,17,0,Hostage_Taker,RIGHT RIGHT I UNDERSTAND THAT AND IM GONNA LET SEVEN OFF SO YOU ALL STAND BACK AND S
Taylor2_JB,18,3,Person,AND THEN THEN YOULL LET THE OTHER SEVEN OFF AS SOON AS THEY FINISH THE INTERVIEW
Taylor2_JB,19,3,Hostage_Taker,AS SOON AS THE INTERVIEW IS FINISHED AND EVERYTHING THEN ILL LET THE OTHER SEVEN OFF
Taylor2_JB,20,0,Person,THE OTHER IM SORRY THE EIGHT YOUVE GOT 15 ON THERE
Taylor2_JB,21,0,Hostage_Taker,EIGHT ALL OF THEM ALL OF THEM
Taylor2_JB,22,0,Person,OKAY
