,PERSUASION TAGS,,,,,,,,Total Persuasive,9,9
,,,,,,,,,,Persasive?,
,OTHER,RECIPROCITY,COMMITMENT,CONSITENCY,LIKING,SCARCITY,AUTHORITY,SOCIAL PROOF,Additional Comments,W/ Other,W/o Other
SCOTT: Hello? ,,,,,,,,,,0,0
HENRY: Hello? ,,,,,,,,,,0,0
SCOTT: Yes. ,,,,,,,,,,0,0
HENRY: Steve? ,,,,,,,,,,0,0
SCOTT: My name is Scott. ,,,,,,,,,,0,0
HENRY: Scott? This is Henry. ,,,,,,,,,,0,0
SCOTT: Henry? ,,,,,,,,,,0,0
HENRY: How are you doing? ,,,,,,,,,,0,0
SCOTT: I'm fine. ,,,,,,,,,,0,0
"HENRY: We have the, the kids here. ",,,,,,,,,,0,0
SCOTT: Yes. That's good. ,,,,,,,,,,0,0
HENRY: Does somebody want to talk to them? ,,,,,,,,,,0,0
SCOTT: Hold on. (Unidentified voices in background not discernible.) Which -- what kids went out? Was it Joshua? ,,,,,,,,,,0,0
HENRY: No. ,,,,,,,,,,0,0
UNIDENTIFIED MALE SPEAKER: Natalie. Natalie. ,,,,,,,,,,0,0
HENRY: Natalie and -- ,,,,,,,,,,0,0
UNIDENTIFIED FEMALE SPEAKER: Joann. ,,,,,,,,,,0,0
HENRY: Joann. ,,,,,,,,,,0,0
"SCOTT: Okay. Hold on. Where's their mother? It's Natalie. You're not where all the other kids are, are you? ",,,,,,,,,,0,0
HENRY: I'm sorry. ,,,,,,,,,,0,0
"SCOTT: All the kids aren't where you are, are they? ",,,,,,,,,,0,0
HENRY: No. ,,,,,,,,,,0,0
"SCOTT: Oh, okay. Because two of my daughters went out, and I wanted to talk to them.  But if they're not there. ",,,,,,,,,,0,0
HENRY: Which ones? ,,,,,,,,,,0,0
SCOTT: Angelica Sonobe (phonetic sp.) and Crystal Sonobe. ,,,,,,,,,,0,0
HENRY: That was a while ago. ,,,,,,,,,,0,0
SCOTT: Pardon? ,,,,,,,,,,0,0
"HENRY: I think that was a while ago when, when they came out. ",,,,,,,,,,0,0
"SCOTT: Yeah, they were the first ones out.  (Unidentified male voice in background not discernible.) ",,,,,,,,,,0,0
HENRY: When? ,,,,,,,,,,0,0
SCOTT: I think they were the first. ,,,,,,,,,,0,0
"HENRY: Oh, okay. Okay. (Unidentified male voice in background not discernible.) Yeah, no -- ",,,,,,,,,,0,0
SCOTT: Or second. ,,,,,,,,,,0,0
HENRY: -- they wouldn't be here. ,,,,,,,,,,0,0
SCOTT: Yeah. So how are you doing? ,,,,,,,,,,0,0
"HENRY: (Unidentified male voice in background not discernible.) Um-hum.  You're Scott, right? ",,,,,,,,,,0,0
SCOTT: Yeah. ,,,,,,,,,,0,0
HENRY: Okay. Does somebody want to talk to these kids? ,,,,,,,,,,0,0
SCOTT: Yeah. Hold on. Natalie's mother's right here. ,,,,,,,,,,0,0
HENRY: Okay.,,,,,,,,,,0,0
"SCOTT: Thanks a lot, Henry.",,,,,,,,,,0,0
HENRY: Okay.,,,,,,,,,,0,0
SCOTT: Take care.,,,,,,,,,,0,0
HENRY: You too.,,,,,,,,,,0,0
"TERESA: Hello, this is Natalie's mom.",,,,,,,,,,0,0
HENRY: I'm sorry?,,,,,,,,,,0,0
"TERESA: Hello, this is Natalie's mom speaking. ",,,,,,,,,,0,0
HENRY: Natalie's mom? ,,,,,,,,,,0,0
TERESA: Yeah. ,,,,,,,,,,0,0
HENRY: What's your name? Hello? ,,,,,,,,,,0,0
TERESA: Hello? Yes.,,,,,,,,,,0,0
HENRY: You're Natalie's mom?,,,,,,,,,,0,0
TERESA: Yes. ,,,,,,,,,,0,0
HENRY: What is your name?,,,,,,,,,,0,0
TERESA: Teresa Nebrega (phonetic sp.).,,,,,,,,,,0,0
"HENRY:  Hold on, Teresa. ",,,,,,,,,,0,0
"NATALIE: Hi, Mommy. ",,,,,,,,,,0,0
"TERESA: Hi, darling. How are you? ",,,,,,,,,,0,0
"NATALIE: Fine, thanks. ",,,,,,,,,,0,0
TERESA: You get there okay?,,,,,,,,,,0,0
NATALIE: Yeah. ,,,,,,,,,,0,0
"TERESA: Well, are you with Joann or other children? ",,,,,,,,,,0,0
NATALIE: With Joann. ,,,,,,,,,,0,0
TERESA: Just with her? ,,,,,,,,,,0,0
NATALIE: Um-hum. ,,,,,,,,,,0,0
TERESA: What is it like there -- ,,,,,,,,,,0,0
NATALIE: Huh? ,,,,,,,,,,0,0
TERESA: Is it nice? ,,,,,,,,,,0,0
NATALIE: Yeah. It's big and huge. ,,,,,,,,,,0,0
TERESA: Anyway I love you. Take care. ,,,,,,,,,,0,0
NATALIE: Yeah. ,,,,,,,,,,0,0
TERESA: Bye. See you soon. ,,,,,,,,,,0,0
NATALIE: (Giggling.) See you. ,,,,,,,,,,0,0
TERESA: Okay. I love you. ,,,,,,,,,,0,0
NATALIE: Love you too. ,,,,,,,,,,0,0
TERESA: Bye. ,,,,,,,,,,0,0
NATALIE: Bye. ,,,,,,,,,,0,0
HENRY: Hello? ,,,,,,,,,,0,0
TERESA: Hello. Hold on. I'll get you to speak to Joann's mother now. ,,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
MARGARITA: Hello? ,,,,,,,,,,0,0
HENRY: Hello. Who is this? ,,,,,,,,,,0,0
MARGARITA: This is Margarita. I'm Joann's mommy. ,,,,,,,,,,0,0
HENRY: I'm sorry? ,,,,,,,,,,0,0
MARGARITA: This -- my name is Margarita.  I'm Joann's mother. ,,,,,,,,,,0,0
"HENRY: Hold on a second, Margarita. ",,,,,,,,,,0,0
MARGARITA: Thank you. ,,,,,,,,,,0,0
"JOANN: Hi, Mommy. ",,,,,,,,,,0,0
"MARGARITA: Hi, darling. Are you all right? ",,,,,,,,,,0,0
JOANN: Yeah. ,,,,,,,,,,0,0
MARGARITA: Now remember tell them you want to go to see your sister. ,,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
MARGARITA: Okay? Is that all you have to tell Mommy? You all right? ,,,,,,,,,,0,0
JOANN: Yeah. ,,,,,,,,,,0,0
MARGARITA: They treat you good there? ,,,,,,,,,,0,0
JOANN: Yeah. ,,,,,,,,,,0,0
MARGARITA: Okay. You take care now. Now remember to tell your sister -- ,,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
"MARGARITA: -- and everybody loves you. Remember to tell your sister about David Koresh, now, your Daddy. ",,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
MARGARITA: Okay? You be good now. ,,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
MARGARITA: Ask them to call your sister now. ,,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
MARGARITA: Okay. You be good. ,,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
MARGARITA: All right. (Kissing noises.) Love you. ,,,,,,,,,,0,0
JOANN: Love you. ,,,,,,,,,,0,0
MARGARITA: See you on the other side. ,,,,,,,,,,0,0
JOANN: Okay. ,,,,,,,,,,0,0
MARGARITA: Bye-bye. ,,,,,,,,,,0,0
JOANN: Bye. ,,,,,,,,,,0,0
MARGARITA: Hello? ,,,,,,,,,,0,0
HENRY: Hello? ,,,,,,,,,,0,0
MARGARITA: Do you need to talk to anybody else? ,,,,,,,,,,0,0
HENRY: Yes. Is Scott still there? ,,,,,,,,,,0,0
MARGARITA: Yeah. Thank you for taking care of my daughter. ,,,,,,,,,,0,0
HENRY: You're welcome. ,,,,,,,,,,0,0
MARGARITA: Okay. Do I -- does -- she got the instruction that I need her to be sent to my other daughter. ,,,,,,,,,,0,0
"HENRY: What, what's your other, other daughter's name? ",,,,,,,,,,0,0
"MARGARITA: Ursula Gorman (phonetic sp.). She's got that -- I pinned her address and everything in her coat. Can you see that? Just don't lose it, address. ",,,,,,,,,,0,0
"HENRY: Oh, okay. ",,,,,,,,,,0,0
"MARGARITA: If you call her right now whenever available, you know, she'll get her. ",,,,,,,,,,0,0
HENRY: What is see you on the other side? ,,,,,,,,,,0,0
MARGARITA: Pardon? ,,,,,,,,,,0,0
HENRY: What does that mean? ,,,,,,,,,,0,0
"MARGARITA: Oh, well, see you again soon. ",,,,,,,,,,0,0
HENRY: I'm sorry? ,,,,,,,,,,0,0
MARGARITA: See you soon. You know the term. ,,,,,,,,,,0,0
HENRY: When you come out? ,,,,,,,,,,0,0
MARGARITA: Yeah. ,,,,,,,,,,0,0
"HENRY: Oh, okay. ",,,,,,,,,,0,0
MARGARITA: Okay? ,,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
MARGARITA: I'll see you soon. ,,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
"MARGARITA: You know, when we have different slang for different thing. ",,,,,,,,,,0,0
HENRY: I see. ,,,,,,,,,,0,0
MARGARITA: Okay? ,,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
MARGARITA: All right. Just a minute. (Unidentified male voice in background not discernible.) ,,,,,,,,,,0,0
"SCOTT: Yeah, hold on, Henry. ",,,,,,,,,,0,0
"HENRY: Hi, Scott. ",,,,,,,,,,0,0
SCOTT: Yeah. ,,,,,,,,,,0,0
HENRY: Is David working on making a tape do you know? ,,,,,,,,,,0,0
SCOTT: Yeah. He just got a recorder. We had to find one that he could hold up and talk into. ,,,,,,,,,,0,0
HENRY:  Okay.  ,,,,,,,,,,0,0
SCOTT:  We just got one.  ,,,,,,,,,,0,0
"HENRY:  Okay.  You know, when he makes a  tape -- ",,,,,,,1,,me and David have a deal so make sure you follow it,1,1
SCOTT:  Yeah.  ,,,,,,,,,,0,0
"HENRY: -- we've, you know, we worked it out so that everybody's going to be coming out. ",,,,,,,1,,me and David have a deal so make sure you follow it,1,1
SCOTT: Huh? Right. Well -- ,,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
SCOTT: -- after -- you got to play it first. ,,,,1,,,,,remember the full deal,1,1
HENRY: Yeah. ,,,,,,,,,,0,0
SCOTT: Okay. ,,,,,,,,,,0,0
"HENRY: Yes, yes. Oh, absolutely. ",,,,,,,,,,0,0
SCOTT: All right. ,,,,,,,,,,0,0
"HENRY: Yeah. As soon as, as soon as we play it, then we're, you know, he's given me his word that, that everybody's going to be coming out and, you know, and we're going to do this in an orderly fashion to assure that nobody gets hurt. ",,,,,,,1,,David has said this is the way it's gonna be,1,1
SCOTT: Right. ,,,,,,,,,,0,0
HENRY: Okay. Is everybody in the place understand that? ,,,,,,,1,,David has said this is the way it's gonna be,1,1
"SCOTT: Oh, hold on. David? Henry said that you made an agreement with him that once he plays the tape everybody's going to come out? Want to talk --  (unidentified male voice in background not discernible.) Yeah. Yes. He said you play it national and we'll come out. ",,,,,,,,,,0,0
"HENRY: Well, we're going to have to -- is he, is David there? ",,,,,,,,,,0,0
SCOTT: Yeah. Want to talk -- ,,,,,,,,,,0,0
HENRY: Okay. Let me talk to him for a second. ,,,,,,,,,,0,0
SCOTT: Okay. Hold on. ,,,,,,,,,,0,0
"HENRY: Thank you, Scott. (Unidentified male voices in background not discernible.) ",,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
DAVID: Okay. ,,,,,,,,,,0,0
HENRY: David? ,,,,,,,,,,0,0
DAVID: Yeah. ,,,,,,,,,,0,0
HENRY: How are you doing? ,,,,,,,,,,0,0
"DAVID: I'm getting this thing ready here. We've been having some difficulty with the main board. We got a Toshiba and TAS (phonetic sp.) cam, a studio series 2416 and it's, it's kind of like it's been kind of a wild wiring process here. ",,,,,,,,,,0,0
HENRY: Um-hum. ,,,,,,,,,,0,0
"DAVID: Because you know, we don't put this equipment where we're at right now. ",,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
"DAVID: But anyway, yeah, we got, we got a tape going and stuff. And it's -- I'm fixing to start up here.  ",,,,,,,,,,0,0
"HENRY:  Okay, good.  I wanted to bring you up to date.  And what we've done is we've contacted KRLD.  ",,,,,,,,,,0,0
DAVID: Right. I've been kind of halfway listening to it turned way down but -- ,,,,,,,,,,0,0
"HENRY: Okay. And as soon as we get the tape, we're going to have KRLD play it, okay? In addition to them, the National Christian Broadcasting Network is going to play it. Now the, the thing that I want to tell you about that is they're going to play it from 10 o'clock to 3 o'clock, you know, more than once, several times.  But, you know, that's Phoenix time.  So we're talking about 11 o'clock there, you know, before we, before we get it here. But we're going to give it to KRLD as soon as we get it. And that's going to go over, you know, their network, and I'm sure other people are going to start picking it up. ",,,,,,,,,,0,0
"DAVID: Okay. Let me, let me see now. So when, when -- it's going to first be played at KRLD? ",,,,,,,,,,0,0
HENRY: Right. ,,,,,,,,,,0,0
DAVID: So that's local. But it's going to be at what time at night? ,,,,,,,,,,0,0
"HENRY: No. I mean if you want it played more than once, well, you know. Once they play it once they're going to -- everybody's going to be picking it up and it's going, it's going to be played, you know, time and time again. ",,,,,,,,,,0,0
"DAVID: Okay. But, but the question is is that, okay, KRLD's going to play it first. ",,,,,,,,,,0,0
HENRY: Yes. ,,,,,,,,,,0,0
"DAVID: Just because of local curiosity, right? ",,,,,,,,,,0,0
"HENRY: Well, not because of local curiosity.  Because you asked it, I mean you told me that -- ",,,,,,,,,,0,0
DAVID: Exactly. I understand. But -- ,,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
DAVID: -- but when is -- what time are they going to play it? ,,,,,,,,,,0,0
HENRY: As soon as you give it to me. ,,,,,,,,,,0,0
"DAVID: Oh, I see. Okay. But of course it's real, it's real late now. ",,,,,,,,,,0,0
"HENRY: Well, no -- ",,,,,,,,,,0,0
"DAVID:  Okay, but that's all right anyway.  ",,,,,,,,,,0,0
"HENRY:  I mean, you know, like --  ",,,,,,,,,,0,0
DAVID:  Because they'll probably play it more than once.  ,,,,,,,,,,0,0
"HENRY: Like, like if we get it at, at 5 o'clock, whatever, they'll start playing it then. ",,,,,,,,,,0,0
DAVID: Right.,,,,,,,,,,0,0
"HENRY: And they'll continue playing it, you realize that. ",,,,,,,,,,0,0
DAVID: Okay.,,,,,,,,,,0,0
"HENRY: Okay, and then --",,,,,,,,,,0,0
"DAVID: But when is, when is the national going to play it? ",,,,,,,,,,0,0
"HENRY: Well, they told us that they will play it from 10 o'clock to 3 o'clock. But that's -- ",,,,,,,,,,0,0
DAVID: In the morning. ,,,,,,,,,,0,0
"HENRY: Huh? Yes. But that's, that's in, that's Arizona time which means it will be 11 o'clock here when, you know, when you start -- ",,,,,,,,,,0,0
DAVID:  Eleven to --  ,,,,,,,,,,0,0
"HENRY:  Until, until 4.  ",,,,,,,,,,0,0
DAVID:  Right. Okay. Okay.  ,,,,,,,,,,0,0
HENRY:  Now how are you feeling?  ,,,,,,,,,,0,0
"DAVID:  Like I said it's, you know, I'm weak but still I feel better. I mean, you know, I mean physically, yes. But you know, spiritually I feel a lot better. ",,,,,,,,,,0,0
"HENRY: Okay. Well, I have a concern about your health. And I've been talking to some of our medical people. Okay? And I don't have any -- I don't have a real good idea, and I'm sure you don't right now. Because, you know, because you're like you told me you've got like a sponge or a thing, you know, and then the pillow or whatever. But you know, I don't know how much blood you've lost and you, you know.  Of course you told me that when you cough -- ",,,,,,1,,,time is running out; you're gonna bleed out,1,1
"DAVID: People, people were saying that, they were saying that they didn't think because I was talking so strong and all of that for a while that, that I'd actually been shot. But then tonight on the news one of the SWAT team officers said that he was the one that shot me. He, he shot me twice. So that confirms it. ",,,,,,,,,,0,0
HENRY: Well --,,,,,,,,,,0,0
DAVID: I mean I -- ,,,,,,,,,,0,0
HENRY: The --,,,,,,,,,,0,0
"DAVID: -- I was just, I was just looking out the, you know -- ",,,,,,,,,,0,0
"HENRY: The, the concern that I have -- ",,,,,,,,,,0,0
DAVID: -- the way there but -- ,,,,,,,,,,0,0
"HENRY: Yeah. The concern that I have is I don't know, you know, I don't know how much permanent damage is, you know, the, the wound is causing. And the fact that you're not getting medical attention. ",,,,,,1,,,time is running out; you're gonna bleed out,1,1
"DAVID: Well, look. What's the foundation of religion? What's man afraid of above anything in the world? What's man afraid of by nature? ",,,,,,,,,,0,0
HENRY: Death. ,,,,,,,,,,0,0
"DAVID: Death. Exactly. Okay? So the scripture says in Hebrews that Christ died and rose from the grave so that he would have power over him that had power over dead which was the devil and redeem them who through their lives were afraid of death and therefore subject to bondage. See, some people in religion I mean like the Jews back in those days, they were so afraid of dying and being punished of God that they didn't really see the real meaning of the law. The law was a revelation of a divine nature. And they didn't understand the prophets how the law was to be properly interpreted.  They didn't really look to the animal sacrifices for what it really meant. You know, killing a lamb is really a dramatic thing. ",,,,,,,,,,0,0
HENRY: Um-hum. ,,,,,,,,,,0,0
"DAVID: You know, it's sad something innocent has to die. ",,,,,,,,,,0,0
HENRY: Um-hum. ,,,,,,,,,,0,0
"DAVID: Because you did something wrong.  But the, but the main key goes way back to Cain and Abel. You know, Cain didn't want to kill the lamb, did he? No, he wanted to bring his own fruits, right? ",,,,,,,,,,0,0
HENRY: Right. ,,,,,,,,,,0,0
"DAVID: But when God blessed Abel and didn't bless Cain, Cain could kill his brother, couldn't he? ",,,,,,,,,,0,0
HENRY: Um-hum. ,,,,,,,,,,0,0
"DAVID: So you see this story repeats itself. So those who do what God wishes, you see, according to God's word, they're like Abels. And those who do not do God's wishes, well then they're like Cains. ",,,,,,,,,,0,0
HENRY: Um-hum. ,,,,,,,,,,0,0
DAVID: So now the question right now between us and you guys was which one was the Cain and which one was the Abel? ,,,,,,,,,,0,0
HENRY: Well --,,,,,,,,,,0,0
DAVID: You know. Or maybe we were both one and the same. ,,,,,,,,,,0,0
HENRY: Um-hum. Well -- ,,,,,,,,,,0,0
DAVID: But --,,,,,,,,,,0,0
"HENRY: The one concern that I have is, you know, you've put a lot of time and a lot of effort into your cause, okay? And we feel that it's important to you and to the, to your followers to get this message out. Okay? And I don't want -- I have a concern that, that you may be getting weaker or whatever, and you haven't finished your tape. I want you to concentrate on working on that tape. But -- ",,,,,,1,,,time is running out; you're gonna bleed out,1,1
DAVID: I will -_,,,,,,,,,,0,0
"HENRY: -- let me ask you this. And -- when I was talking to one of the ladies there earlier, she indicated that there's some nurses in there that may be, you know, kind of looking out after you. ",,,,,,,,,,0,0
"DAVID: Well, they've been like changing these -- we've been using like sheets. ",,,,,,,,,,0,0
HENRY: Okay. ,,,,,,,,,,0,0
