,PERSUASION TAGS,,,,,,,,Total Persuasive,29,9
,,,,,,,,,,Persasive?,
Posts,OTHER,RECIPROCITY,COMMITMENT,CONSITENCY,LIKING,SCARCITY,AUTHORITY,SOCIAL PROOF,Additional Comments,W/ Other,W/o Other
RACHEL: Hello? ,,,,,,,,,,0,0
JIM: Rachel? ,,,,,,,,,,0,0
RACHEL: Yes. ,,,,,,,,,,0,0
JIM: This is Jim. ,,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: How you doing? ,,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: Is Steve back? ,,,,,,,,,,0,0
RACHEL: Yeah. But he's not right here this minute. ,,,,,,,,,,0,0
JIM: Okay. ,,,,,,,,,,0,0
"RACHEL: Where did he go? We'll have to get him for you, okay? ",,,,,,,,,,0,0
JIM: Okay. I'll hold. ,,,,,,,,,,0,0
RACHEL: Can someone go get Steve? ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
UNIDENTIFIED MALE SPEAKER: He's down at the end of the hall. ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
UNIDENTIFIED FEMALE SPEAKER: You can put them in there. ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
RACHEL: Is he coming? Hurry up. Did somebody go get him? ,,,,,,,,,,0,0
UNIDENTIFIED FEMALE SPEAKER: Get who? ,,,,,,,,,,0,0
RACHEL: Steve. ,,,,,,,,,,0,0
UNIDENTIFIED FEMALE SPEAKER: Yes. ,,,,,,,,,,0,0
RACHEL: Is he coming? (Unidentified voices in background not discernible.) ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
RACHEL: Is Steve coming? (Unidentified voices in background not discernible.)   ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
"STEVE: Hello, Jim? ",,,,,,,,,,0,0
JIM: Steve? ,,,,,,,,,,0,0
STEVE: Yeah. ,,,,,,,,,,0,0
JIM: Hey. How you doing? ,,,,,,,,,,0,0
STEVE: Okay. I'm doing real well. ,,,,,,,,,,0,0
JIM: I guess what probably we need to do is get everyone ready. ,,,,,,,,,,0,0
STEVE: Okay. ,,,,,,,,,,0,0
"JIM: To start to move out, you know, when everything's set. ",,,,,,,,,,0,0
STEVE: Okay. ,,,,,,,,,,0,0
JIM: Because of David's blood pressure and stuff. ,1,,,,,,,,reasons to get things moving,1,0
STEVE: Right. Here's what we were thinking about doing. ,,,,,,,,,,0,0
