,PERSUASION TAGS,,,,,,,,Total Persuasive,266,174
,,,,,,,,,,Persasive?,
POST,OTHER,RECIPROCITY,COMMITMENT,CONSITENCY,LIKING,SCARCITY,AUTHORITY,SOCIAL PROOF,Additional Comments,W/ Other,W/o Other
Hostage Taker: SO TELL <NAME> THAT HE BETTER FIND HIMSELF A NEW SUPER ALL RIGHT ?,,,,,,,,,,0,0
Person: YOU ARE PULLING MY LEG,,,,,,,,,,0,0
Hostage Taker: I SWEAR ON MY KIDS,,,,,,,,,,0,0
Person: YOU SHOT YOUR DAUGHTER ?,,,,,,,,,,0,0
Hostage Taker: YES,,,,,,,,,,0,0
Person: I DO FIND THAT HARD TO BELIEVE,,,,,,,,,,0,0
Hostage Taker: NO ITS THE GODS HONEST TRUTH I DONT PLAY GAMES LIKE THAT WITH THIS LITTLE BASTARD FOR THE LAST THREE YEARS AND I CANT TAKE NO MORE,,,,,,,,,,0,0
Person: IS SHE IN THERE NOW WITH YOU ?,,,,,,,,,,0,0
Hostage Taker: YEAH THE PLACE IS LOADED WITH BLOOD,,,,,,,,,,0,0
Person: <NAME> <NAME> LET THEM GET TO HER LET THEM GET TO HER,,,1,,,,,,let your daughter get help,1,1
Hostage Taker: NO,,,,,,,,,,0,0
Person: <NAME> <NAME>,,,,,,,,,,0,0
Hostage Taker: I GOT SOMEBODY ON THE OTHER LINE HELLO,,,,,,,,,,0,0
Person: <NAME> MY ITS <NAME> WE ARE IN A CAR ON A MOBILE PHONE SO IF WE GET DISCONNECTED YOU STAY ON WHATS GOING ON ?,,,,,,,,,,0,0
Hostage Taker: NOTHING MY BOSS JUST CALLED ME AND I TOLD HIM TO FIND HIMSELF A NEW SUPER THAT IM SORRY FOR THE WAY ITS GOTTA END AND SO ON,,,,,,,,,,0,0
Person: <NAME> MY ONE FAVOR WE JUST GOT OVER THE GW BRIDGE RIGHT ?,,,,,,,,,,0,0
Hostage Taker: RIGHT,,,,,,,,,,0,0
Person: WE GOT ABOUT FOURTY FIVE MINUTES RELAX OKAY,,,,,,,,,,0,0
Hostage Taker: ALL RIGHT,,,,,,,,,,0,0
Person: IS SHE STILL BREATHING ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: OKAY IM GONNA PUT <NAME> ON OKAY ?,,,,,,,,,,0,0
Hostage Taker: ALL RIGHT <NAME>,,,,,,,,,,0,0
Person: YEAH <NAME>,,,,,,,,,,0,0
Hostage Taker: I GOT THE THE SQUAD CARS ARE COMING OVER FROM <PLACE> THEY GOT ME ON THE CAR RADIO ALL MY FRIENDS ARE COMING OVER THEY GOT TWO CARS COMING THEYRE TRYING TO STOP IT BECAUSE THEY TALKED IT OUT OF THE FIFTH PRECINCTS HANDS UNTIL THEY GET HERE BUT I DOUBT IF YOULL EVER SEE ME AGAIN IT WAS NICE KNOWING YOU IM SORRY FOR THE DIFFERENCES THAT YOU KNOW WE HAD BUT,,,,,,,,,,0,0
Person: <NAME> THERE NO DIFFERENCES THAT CANT BE WORKED OUT,,,,,,,,,,0,0
Hostage Taker: NO NO NO IVE GONE THORUGH THIS ALL MY LIFE <NAME> IVE LOST AND LOST AND LOST AND IM TIRED OF LOSING,,,,,,,,,,0,0
Person: HEY <NAME> LOOK AT IT THIS WAY YOURE ON THE EDGE OF WINNING RIGHT NOW WHAT ABOUT THE OTHER ELEVEN KIDS ?,1,,,,,,,,reasons to live,1,0
Hostage Taker: I HAVE TO GO <NAME> THANK YOU IT WAS NICE MEETING YOU GOODBYE HELLO,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: YEAH <NAME>,,,,,,,,,,0,0
Person: IM ON MY WAY I THINK,,,,,,,,,,0,0
Hostage Taker: ALL RIGHT,,,,,,,,,,0,0
Person: HOWS EVERYTHING THERE ? ITS NICE AND QUIET OUTSIDE ?,,,,,,,,,,0,0
Hostage Taker: ALL RIGHT NOTHINGS CHANGED,,,,,,,,,,0,0
Person: ITS NICE AND QUIET OUTSIDE ?,,,,,,,,,,0,0
Hostage Taker: THEY DIDNT GET ME <NAME>,,,,,,,,,,0,0
Person: THEY WHAT ?,,,,,,,,,,0,0
Hostage Taker: THEY HAVENT GET ME <NAME>,,,,,,,,,,0,0
Person: OKAY WHEN I GET THERE I CAN DO BETTER BUT I CAN TALK TO YOU ON THIS PHONE THEN ILL HAVE A WAY OF CALLING IN AGAIN YOU KNOW ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: AFTER I HANG UP WITH YOU ARE YOU CALMED DOWN A LITTLE BIT ?,,,,,,,,,,0,0
Hostage Taker: THATS MY BOSS HE SAYS DO YOU REALIZE WHAT YOU JUST NOW BLEW ? HE SAID EVERYBODY LOVES YOU WELL SO BE IT <NAME>,,,,,,,,,,0,0
Person: WE KNOW <NAME> YOU SHOULD KNOW THAT I I JUST CANT BELIEVE THIS IS HAPPENING YOU KNOW ? WHAT BOSS CALLED YOU <NAME> THE LADY ?,,,,,,,,,,0,0
Hostage Taker: NO THE MANAGER,,,,,,,,,,0,0
Person: I THOUGHT THAT WAS A LADY,,,,,,,,,,0,0
Hostage Taker: NO THAT YOU MEAN THE MILLIONAIRE ? <NAME> ? NO IM THE SUPER HES THE MANAGER BUT I RUN THE PLACE AND HE JUST CALLED ME NOW AND,,,,,,,,,,0,0
Person: WELL HOW DOES HE KNOW WHATS GOING ON ?,,,,,,,,,,0,0
Hostage Taker: I DONT KNOW HE KNEW I WENT HOME WITH A HEART ATTACK WITH CHEST PAINS,,,,,,,,,,0,0
Person: OH I SEE HE CALLED TO SEE HOW YOU WERE DOING ?,,,,,,,,,,0,0
Hostage Taker: YEAH AND I TOLD HIM WHAT HAPPENED,,,,,,,,,,0,0
Person: HOW BAD ARE THE CHEST PAINS ?,,,,,,,,,,0,0
Hostage Taker: BAD,,,,,,,,,,0,0
Person: OH YEAH ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: ARE YOU TAKING <NAME>S ?,,,,,,,,,,0,0
Hostage Taker: I TOOK TWO OF THEM,,,,,,,,,,0,0
Person: DO YOU WANT ME TO SEE IF I CAN GET YOU AN OXYGEN TANK ?,,,,,,,,,,0,0
Hostage Taker: NO NO NO ID RATHER PUT A BULLET TO MY HEAD THAN GO IN THAT,,,,,,,,,,0,0
Person: DONT TALK THAT WAY <NAME> PLEASE I AINT RISKING MY LIFE TO COME OUT HERE BECAUSE I WANT TO SEE YOU DIE DONT BE REDICULOUS PLEASE,1,,,,,,,,reason,1,0
Hostage Taker: <NAME> FIRST WHEN THIS IS OVER YOU GO HOME TOMORROW OR TONIGHT OR WHATEVER SITUATION DOWN IN THE PRIVACY OF YOU OWN THOUGHTS AND JUST THINK TRY I KNOW ITS GONNA BE HARD BUT TRY TO THINK OF THE FUCKING HELL THAT IVE GONE THROUGH IN MY LIFE FROM A KID ON UP,,,,,,,,,,0,0
Person: BUT I KNOW THAT <NAME>,,,,,,,,,,0,0
Hostage Taker: NOBODY HAS EVER GIVEN ME A FUCKING BREAK,,,,,,,,,,0,0
Person: THATS WHAT I LIKE SO MUCH ABOUT YOU <NAME> IS THAT YOURE A STRONG PERSON YOU WERE ABLE TO TAKE THOSE BURDENS AND KICK THEM ASIDE AND COME BACK TWICE AS MUCH,,,,,1,,,,strong person,1,1
Hostage Taker: I CANT COME BACK NO MORE <NAME>,,,,,,,,,,0,0
Person: YOU KNOW MORE INFLUENTIAL PEOPLE NOW THAN YOU DID WHEN YOU WERE EIGHTEEN PEOPLE THAT LIKE YOU NOT PEOPLE THAT ARE PHONIES,1,,,,,,,,reason,1,0
Hostage Taker: <NAME> PLEASE PLEASE,,,,,,,,,,0,0
Person: CAN YOU HEAR ME WITH ALL THIS NOISE ?,,,,,,,,,,0,0
Hostage Taker: YEAH I HEAR YOU,,,,,,,,,,0,0
Person: OKAY,,,,,,,,,,0,0
Hostage Taker: ARE YOU GETTING HERE FAST ?,,,,,,,,,,0,0
Person: WHAT ?,,,,,,,,,,0,0
Hostage Taker: ARE YOU MOVING FAST ?,,,,,,,,,,0,0
Person: WHAT SAY IT AGAIN,,,,,,,,,,0,0
Hostage Taker: ARE YOU MOVING FAST ?,,,,,,,,,,0,0
Person: YEAH IM HOLDING ON,,,,,,,,,,0,0
Hostage Taker: WHAT ARE YOU USING <NAME> CARS ?,,,,,,,,,,0,0
Person: TWO <NAME> CARS SURE THE BEST FOR YOU YOU KNOW THAT I GOT A <NAME>ED UNIT AND MY CAR WITH THE TELEPHONES IN IT,,,,,,,,,,0,0
Hostage Taker: AND WHAT ABOUT <PLACE> ?,,,,,,,,,,0,0
Person: WELL IM NOT IN <PLACE> BUT WHOS THAT GUY LEADING US ? <NAME> <NAME> LEADING US I DONT KNOW HOW FAR,,,,,,,,,,0,0
Hostage Taker: WHY DONT STATE PICK YOU UP ?,,,,,,,,,,0,0
Person: WHY STATE ?,,,,,,,,,,0,0
Hostage Taker: BECAUSE THEY GOT AUTHORIZATION ON ANY ROAD,,,,,,,,,,0,0
Person: I DONT KNOW WHERE WE ARE NOW IF WE DONT TEAR THE BOTTOM OUT WE ARE STUCK BY A BRIDGE THE <NAME> BRIDGE WE CANT GET THROUGH,,,,,,,,,,0,0
Hostage Taker: YOURE MAKING IT THATS THE LAST BRIDGE,,,,,,,,,,0,0
Person: THE COPS ARE COMING OVER TO GET US THROUGH,,,,,,,,,,0,0
Hostage Taker: THEN YOU GET ON THE EXPRESSWAY AND ITS,,,,,,,,,,0,0
Person: YEAH THEYRE GETTING US THROUGH I THINK THEYRE GETTING US THROUGH,,,,,,,,,,0,0
Hostage Taker: YOU WONDER HOW HARD IT IS TO GET OVER THERE TO SEE YOU ?,,,,,,,,,,0,0
Person: IM A BELIEVER,,,,,,,,,,0,0
Hostage Taker: I JUST BROUGHT MY DOG IN,,,,,,,,,,0,0
Person: WHY ?,,,,,,,,,,0,0
Hostage Taker: BECAUSE SHE WAS OUT IN THE YOURD SHE WAS OUT IN THE YARD,,,,,,,,,,0,0
Person: THE <NAME> OR THE LAB THE <NAME> ?,,,,,,,,,,0,0
Hostage Taker: THE <NAME> AND IF THEY TRY ANYTHING SHELL BARK,,,,,,,,,,0,0
Person: THEYRE NOT GONNA TRY ANYTHING I TOLD YOU SO FAR THEYVE GIVEN ME THEIR WORD AT LEAST UNTIL I GET THERE WHEN I GET OUT THERE I DONT KNOW WHAT I CAN DO BUT IM GONNA TRY MY DAMNEDEST TO SAVE YOUR IVE MORE THAN ANYTHING,1,,,,,,,,trust,1,0
Hostage Taker: WELL YOU TELL <NAME> THAT I LOVED HER ONLY I HAD TOO MANY OBSTACLES AGAINST ME SHE GAVE HER LOVE TOO MUCH TO THE KIDS BACKSTABBED ME TOO MUCH FOR THEM <NAME> I TOOK OVER A FUCKING FAMILY THATS NOT MINE EXCEPT <NAME> AND WHAT DID I GET FOR IT,,,,,,,,,,0,0
Person: I CANT BELIEVE THAT YOU WOULD LET <NAME> DIE KNOWING WHAT YOU WENT THROUGH JUST TO PROVE SHE WAS YOURS,1,,,,,,,,reason,1,0
Hostage Taker: IT DONT MAKE ANY DIFFERENCE <NAME> WHETHER THEYRE YOUR BLOOD OR WHATEVER THEY ARE ITS LIKE A SEED YOU PLANT IT AND THEY ALL GO BAD HELLO,,,,,,,,,,0,0
Person: YEAH,,,,,,,,,,0,0
Hostage Taker: THEY DISCONNECTED US,,,,,,,,,,0,0
Person: I KNOW THIS ONE SOUNDS WEIRD CAN YOU HEAR ME ? ITS LIKE AN ECHO THIS IS THE CAR PHONE,,,,,,,,,,0,0
Hostage Taker: YEAH I THOUGHT THEY DISCONNECTED THE LINE,,,,,,,,,,0,0
Person: NO THESE CAR PHONES I DONT KNOW HOW WELL THEY GO,,,,,,,,,,0,0
Hostage Taker: A LOT OF STATIC,,,,,,,,,,0,0
Person: YEAH ARE WE DOING A HUNDRED MILES AN HOUR ? WOW I DONT BELIEVE IT A HUNDRED MILES AN HOUR,,,,,,,,,,0,0
Hostage Taker: WHAT CAR ARE YOU COMING IN ?,,,,,,,,,,0,0
Person: THE <NAME>ED FORD AND THE <NAME> THE DETECTIVE CAR,,,,,,,,,,0,0
Hostage Taker: AND WHOS COMING ?,,,,,,,,,,0,0
Person: <NAME> AND <NAME> ARE WITH ME IN MY CAR AND I HAVE <NAME> <NAME> IN THE OTHER CAR,,,,,,,,,,0,0
Hostage Taker: OH CHRIST YOURE TURNING OUT THE BAND FOR ME <NAME>,,,,,,,,,,0,0
Person: THE WHAT THE BAND ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: DONT YOU DO ANYTHING UNTIL I GET THERE DO YOU HEAR ?,,,1,,,,,,don't do anything until I get there,1,1
Hostage Taker: I GOTTA BE A LAND<NAME> IN <NAME>,,,,,,,,,,0,0
