,PERSUASION TAGS,,,,,,,,Total Persuasive,57,38
,,,,,,,,,,Persasive?,
Post,OTHER,RECIPROCITY,COMMITMENT,CONSITENCY,LIKING,SCARCITY,AUTHORITY,SOCIAL PROOF,Additional Comments,W/ Other,W/o Other
"0001 PN60:(background noises throughout) Oh, I'm sorry, try that... (PAUSE)... Hello, <HT01 Name>... (LONG PAUSE).. Oh great, they hit the autodialer thats.. I'm listening. Yeah, I'll believe it when I see it, he keeps hitting the autodialer... PAUSE... Yeah, I'll stay here, I'll monitor... (PAUSE).. Every time you hear it go click-click-click-click, he hit the autodialer...(PAUSE)... Well, I think they're rolling the phone...(inaudible)",,,,,,,,,,0,0
"0002 HT01: Ok, hang loose and I'll talk.(background noises)",,,,,,,,,,0,0
"0003 PN60: Hello, Hello...(background noises)",,,,,,,,,,0,0
"0004 HT01: Ok,... (PAUSE)... no, I got it now...(background noises) ",,,,,,,,,,0,0
"0005 PN60: Oh, great he hit the dialer... Hello... hello... hello...  hello... (background noises)",,,,,,,,,,0,0
"0006 HT01: Right, I got it...",,,,,,,,,,0,0
"0007 PN60: Hello...(PAUSE)... sir, hello... PAUSE... <HT01 First Name>...(background noises) ",,,,,,,,,,0,0
0008 HT01: You on the phone?,,,,,,,,,,0,0
0009 PN60: <HT01 First Name> ,,,,,,,,,,0,0
0010 HT01: Yes ,,,,,,,,,,0,0
"0011 PN60: Yes, this is Officer <PN60 Last Name>, <PN60 Full Name>, Can you hear me ok?",,,,,,,,,,0,0
"0012 HT01: yeah I got ya, I got your <PN60 Last Name> on the phone",,,,,,,,,,0,0
"0013 PN60: Ok, <HT01 First Name>... ",,,,,,,,,,0,0
0014 HT01: Yeah,,,,,,,,,,0,0
"0015 PN60: Ok, you don't have to yell anymore I can hear you just fine ",,,,,,,,,,0,0
0016 HT01: Ok [ ] ,,,,,,,,,,0,0
0017 PN60: if you can hear me.,,,,,,,,,,0,0
0018 HT01: Ok,,,,,,,,,,0,0
0019 PN60: Ok,,,,,,,,,,0,0
0020 HT01: Let me explain what happened.,,,,,,,,,,0,0
"0021 PN60: Ok, explain what happened to me <HT01 First Name>. ",,,,,,,,,,0,0
"0022 HT01: Ok, sigh!",,,,,,,,,,0,0
"0023 PN60: I just got here <HT01 First Name>, lets go through this, lets work it out. [ ]",,,,,,,,,,0,0
"0024 HT01: I went to Los Alamos,  I was out in New Mexico, I got sick, I'm a vet. So, I went to the Los Alamos Military Hospital, they found brain tumor cancer",,,,,,,,,,0,0
0025 PN60: Ok..,,,,,,,,,,0,0
0026 HT01: CIA offered me a deal. They had a russian agent named <Russian Spy>- <initials>(inaudible) [],,,,,,,,,,0,0
"0027 PN60: <initials> Let me get this straight, Its <Russian Spy>?",,,,,,,,,,0,0
"0028 HT01: <Russian Spy>. My last name is <HT01 Last Name>, please. ",,,,,,,,,,0,0
"0029 PN60: Ok, Mr. <HT01 Last Name>, ah...",,,,,,,,,,0,0
"0030 HT01: No, it's <HT01 First Name>.. It's <HT01 Propper Name>..[]",,,,,,,,,,0,0
0031 PN60: Want me to call you <HT01 First Name>? ,,,,,,,,,,0,0
"0032 HT01: <HT01 Propper Name>, I hate <HT01 First Name>.",,,,,,,,,,0,0
