,PERSUASION TAGS,,,,,,,,Total Persuasive,39,18
,,,,,,,,,,Persasive?,
,OTHER,RECIPROCITY,COMMITMENT,CONSITENCY,LIKING,SCARCITY,AUTHORITY,SOCIAL PROOF,Additional Comments,W/ Other,W/o Other
JIM: -- daughter. How old is she? ,,,,,,,,,,0,0
RACHEL: She's 5. They're both ready to have a birthday pretty soon. ,,,,,,,,,,0,0
"JIM: Oh, that's great. That's great. Star and Cyrus. Okay. ",,,,,,,,,,0,0
RACHEL: Hold on a second. ,,,,,,,,,,0,0
JIM: Okay. ,,,,,,,,,,0,0
[gap] ,,,,,,,,,,0,0
RACHEL: Okay. I'm back. ,,,,,,,,,,0,0
"JIM: Hey, listen. Let me tell you the rest of this way this thing's going to go so you're clued in. You know, I can tell David later. But what we're going to do later is we're going to get -- we've got buses, okay? ",,,,,,,,,,0,0
RACHEL: Um-hum. ,,,,,,,,,,0,0
JIM: We've got like four buses out on the highway. ,,,,,,,,,,0,0
RACHEL: Um-hum. ,,,,,,,,,,0,0
"JIM: And we're going to take those buses and some of these, you know, bulletproof vehicles and move them all together up so you, you can walk to them. ",,,,,,,,,,0,0
RACHEL: And when are you going to do that? ,,,,,,,,,,0,0
"JIM: Well, not now. Not until after the broadcast. ",,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: Or maybe during the broadcast.  But just -- I want to let you know that's going to happen. ,,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: You know -_,,,,,,,,,,0,0
RACHEL: How many buses again? ,,,,,,,,,,0,0
JIM: I think we got four. ,,,,,,,,,,0,0
RACHEL: Four buses? ,,,,,,,,,,0,0
"JIM: We're not sure about that. I mean we're just, you know, trying to get the number of people. From the number of people you just gave us, we're trying to work out, you know, what size bus, how many seats, you know. ",,,,,,,,,,0,0
RACHEL: And where are they going to move them to? In front of the gate or -- ,,,,,,,,,,0,0
UNIDENTIFIED MALE SPEAKER: We're not sure exactly. But they just have to go over to the buses. ,,,,,,,,,,0,0
RACHEL: -- down the road in front of our property or where? ,,,,,,,,,,0,0
"JIM: Yeah. No, they won't be on your property. ",,,,,,,,,,0,0
RACHEL: Somebody sitting in front of the property on the road there or -- ,,,,,,,,,,0,0
"JIM: (Unidentified male voice in background not discernible.) Well, what they'll probably be is a little bit away. Like you'll come out your driveway onto Double E Ranch Road. ",,,,,,,,,,0,0
RACHEL: Um-hum. ,,,,,,,,,,0,0
"JIM: And then you'll, you'll walk left a little while. Just walk to where you see them. You'll see them as soon as you turn. But we're just going to put them down the road a little bit. ",,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
"JIM: Okay? That's just for your safety, our safety. ",,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: And you just can walk right to where those buses are. ,,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: I'd say how far down the Double E Road? ,,,,,,,,,,0,0
RACHEL: Uh-huh. ,,,,,,,,,,0,0
"JIM: Probably you know, about as, little longer than your driveway. It's not going to be that bad. ",,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
JIM: You know. That's a hard road anyway so. ,,,,,,,,,,0,0
RACHEL: Yeah. ,,,,,,,,,,0,0
"JIM: I think that will be the, the best way to do it. ",,,,,,,,,,0,0
RACHEL: Okay. ,,,,,,,,,,0,0
"JIM: If we try to do it with shuttling cars, it's just too many folks. ",,,,,,,,,,0,0
