,PERSUASION TAGS,,,,,,,,Total Persuasive,186,128
,,,,,,,,,,Persasive?,
POST,OTHER,RECIPROCITY,COMMITMENT,CONSITENCY,LIKING,SCARCITY,AUTHORITY,SOCIAL PROOF,Additional Comments,W/ Other,W/o Other
Person: HES HES GONNA HES GOT HES GOT <NAME> HE SAID HES GOING TO LET HER TALK TO YOU,,,,,,,,,,0,0
Hostage Taker: SPEAK UP,,,,,,,,,,0,0
Person: IM HOARSE HE SAYS HES GOT HES GOT <NAME> HES GOING TO LET HER TALK TO YOU,,,,,,,,,,0,0
Hostage Taker: WHEN ?,,,,,,,,,,0,0
Person: JUST IN A MINUTE HERE,,,,,,,,,,0,0
Hostage Taker: SHES THERE ? WELL ID LIKE TO KNOW WHAT THEY TALK TO YOU ABOUT,,,,,,,,,,0,0
Person: HE WASNT TALKING TO ME HE WAS BUSY,,,,,,,,,,0,0
Hostage Taker: WELL YOU TOLD ME THAT WHEN HED TALK TO YOU THAT YOUD CALL ME BACK,,,,1,,,,,we had a deal,1,1
Person: WELL HE WAS BUSY,1,,,,,,,,reason,1,0
Hostage Taker: YOU SAID <NAME> HES GOTTA TALK TO ME ILL CALL YOU BACK IN A MINUTE <NAME> WHATS GOING ON WHATS THE COUNTY CAR DOING DOWN THERE ?,,,,1,,,,,we had a deal,1,1
Person: IT BEEN HERE ALL NIGHT,,,,,,,,,,0,0
Hostage Taker: <PLACE> DOESNT HAVE A COUNTY CAR LIKE THAT <NAME>,,,,,,,,,,0,0
Person: ALL THAT COUNTY CAR IS THE ONE WE LEFT FOR <NAME>,,,,,,,,,,0,0
Hostage Taker: AINT THAT <PLACE> CAR ?,,,,,,,,,,0,0
Person: YES HE WAS UP HERE LAST NIGHT,,,,,,,,,,0,0
Person: THE <PLACE> WAS ?,,,,,,,,,,0,0
Person: YES,,,,,,,,,,0,0
Hostage Taker: WHY ARE THEY UP HERE ?,,,,,,,,,,0,0
Person: HE WAS HERE LAST NIGHT,,,,,,,,,,0,0
Hostage Taker: <PLACE> TAKING ME IN AINT HE ?,,,,,,,,,,0,0
Person: I DONT KNOW,,,,,,,,,,0,0
Hostage Taker: YES YOU DO,,,,,,,,,,0,0
Person: NO <NAME> I HONESTLY DONT KNOW I AINT TELLING YOU NO BULL I JUST I DONT KNOW NO MORE TO TELL YOU THAN WHAT IM TOLD,1,,,,,,,,reason,1,0
Hostage Taker: OK A FEW MINUTES AGO I WAS TALKING TO YOU AND YOU SAID <NAME> YOU SAID I GOTTA GO HE NEEDS TO TALK TO ME ILL CALL YOU BACK IN A MINUTE AND I SAID FOR YOU TO TELL ME WHAT ALL HE TELLS YOU <NAME>,,,,,,,,,,0,0
Person: HE WAS TELLING ME WHAT HIS NAME WAS,,,,,,,,,,0,0
Hostage Taker: WHAT ARE THEY PLANNING TO DO WITH ME IF THEY GET ME ?,,,,,,,,,,0,0
Person: I DONT KNOW <NAME>,,,,,,,,,,0,0
Hostage Taker: NOW I WANNA KNOW BECAUSE IM NOT GOING TO LET THEM GET ME <NAME>,,,,,,,,,,0,0
Person: OK HERES THIS MAN WANTING TO TALK TO YOU,,,,,,,,,,0,0
Person: HELLO <NAME> ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: THIS IS <NAME> <NAME> IM WITH THE <NAME> IN <PLACE> IM A NEGOTIATOR I CAME UP HERE TO <PLACE> I HEARD YOU HAD A PROBLEM I CAME UP HERE TO SEE IF I COULD HELP YOU OUT ARE YOU DOING OK ?,,,,,,,,,,0,0
Hostage Taker: YES IM DOING PRETTY GOOD THEY AINT GONING THEY AINT GOING TO TAKE ME TO JAIL,,,,,,,,,,0,0
Person: GOOD WELL I DONT THINK THEY ARE GONNA EITHER I UNDERSTAND THERE IS A WARRANT FOR YOU YOU YOU YOUR AWARE OF THAT RIGHT ?,,,,,,,,,,0,0
Hostage Taker: HMH,,,,,,,,,,0,0
Person: HAVE YOU EVER BEEN ARRESTED BEFORE ?,,,,,,,,,,0,0
Hostage Taker: YES,,,,,,,,,,0,0
Person: YOU KNOW WHAT THE PROCEDURE IS ? YOULL PROBABLY BE OUT ON BOND IN TIME FOR BREAKFAST,,,,,,,,1,you know the normal procedures; it's not that bad,1,1
Hostage Taker: NO I AINT GOING TO LET THEM TAKE ME,,,,,,,,,,0,0
Person: WELL LETS TALK ABOUT THAT WHAT WHATS THE PROBLEM WITH THAT ?,,,,,,,,,,0,0
Hostage Taker: THE PROBLEM ?,,,,,,,,,,0,0
Person: YES,,,,,,,,,,0,0
Hostage Taker: I CANT STAND JAIL,,,,,,,,,,0,0
